Company_ID,Month,Industry,Country,Company_Size,Employees,Plan,Monthly_Fee,Contract_Type,Acquisition_Channel,Electricity_kWh,Gas_kWh,Fuel_Litres,Business_Travel_km,Waste_kg,Water_Litres,Electricity_CO2_kg,Gas_CO2_kg,Fuel_CO2_kg,Travel_CO2_kg,Waste_CO2_kg,Total_CO2_kg,Reduction_Target_Pct,Monthly_Logins,Reports_Generated,Targets_Set,Recommendations_Viewed,Data_Completeness_Pct,MRR,Is_Active,CO2_tonnes,CO2_per_Employee_kg
ECO00059,2026-08-01,Manufacturing,USA,Micro,17,Professional,99,Annual,Organic Search,4060.12,1027.78,78.34,653.04,126.12,1725.02,771.42,185.0,180.18,71.83,56.76,1265.19,26,12,2,1,7,93.9,99,1,1.26519,74.42294117647059
ECO00060,2024-12-01,Technology,India,Small,75,Business,249,Monthly,Partner,6390.64,1073.44,67.91,3964.73,175.68,2211.78,1214.22,193.22,156.2,436.12,79.06,2078.82,13,8,3,1,5,88.1,249,1,2.0788200000000003,27.7176
ECO00060,2025-01-01,Technology,India,Small,75,Business,249,Monthly,Partner,6523.81,961.77,55.91,4173.74,156.21,2174.29,1239.52,173.12,128.58,459.11,70.29,2070.63,13,10,3,1,5,91.7,249,1,2.07063,27.608400000000003
ECO00060,2025-02-01,Technology,India,Small,75,Business,249,Monthly,Partner,6611.71,925.15,54.26,4193.43,167.75,2180.43,1256.23,166.53,124.8,461.28,75.49,2084.32,13,13,3,1,5,87.2,249,1,2.08432,27.790933333333335
ECO00060,2025-03-01,Technology,India,Small,75,Business,249,Monthly,Partner,6104.83,1024.6,60.03,4460.15,146.37,2096.84,1159.92,184.43,138.06,490.62,65.87,2038.89,13,8,3,1,9,93.7,249,1,2.0388900000000003,27.185200000000002
ECO00060,2025-04-01,Technology,India,Small,75,Business,249,Monthly,Partner,6789.52,772.35,61.79,4195.61,160.43,2067.32,1290.01,139.02,142.11,461.52,72.2,2104.85,13,11,3,0,6,94.2,249,1,2.10485,28.064666666666664
ECO00060,2025-05-01,Technology,India,Small,75,Business,249,Monthly,Partner,5694.86,834.43,62.93,5194.59,149.19,2178.26,1082.02,150.2,144.74,571.4,67.13,2015.5,13,14,6,1,10,88.9,249,1,2.0155,26.873333333333335
ECO00060,2025-06-01,Technology,India,Small,75,Business,249,Monthly,Partner,6127.67,921.88,56.68,4496.96,140.12,2270.93,1164.26,165.94,130.36,494.67,63.05,2018.28,13,11,2,1,10,98.7,249,1,2.01828,26.9104
ECO00061,2025-02-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8780.14,1329.59,123.22,6457.86,277.46,3787.37,1668.23,239.33,283.4,710.36,124.86,3026.17,7,8,4,1,5,84.3,699,1,3.02617,28.54877358490566
ECO00061,2025-03-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,9332.22,1041.56,140.17,6545.66,279.29,3709.26,1773.12,187.48,322.39,720.02,125.68,3128.7,7,11,3,1,7,100.0,699,1,3.1287,29.516037735849054
ECO00061,2025-04-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8885.28,1074.63,153.49,7368.91,264.11,3984.19,1688.2,193.43,353.03,810.58,118.85,3164.09,7,11,4,1,8,92.9,699,1,3.1640900000000003,29.84990566037736
ECO00061,2025-05-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8009.02,1018.71,147.45,7392.9,276.03,3736.36,1521.71,183.37,339.13,813.22,124.22,2981.65,7,10,4,1,7,95.2,699,1,2.98165,28.128773584905662
ECO00061,2025-06-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,7782.24,1247.38,147.14,8328.52,259.34,3837.51,1478.63,224.53,338.42,916.14,116.7,3074.42,7,9,3,1,8,89.9,699,1,3.07442,29.003962264150942
ECO00061,2025-07-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8638.87,1091.32,135.49,7680.98,276.23,3705.62,1641.39,196.44,311.62,844.91,124.3,3118.65,7,9,2,1,8,88.9,699,1,3.11865,29.421226415094342
ECO00061,2025-08-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8054.34,1061.86,148.2,7775.72,235.17,3951.92,1530.33,191.13,340.85,855.33,105.83,3023.47,7,13,3,1,6,94.0,699,1,3.0234699999999997,28.52330188679245
ECO00061,2025-09-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8106.79,1156.65,132.47,6319.61,288.56,3787.44,1540.29,208.2,304.67,695.16,129.85,2878.17,7,14,4,0,7,100.0,699,1,2.87817,27.15254716981132
ECO00061,2025-10-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8920.14,1233.79,137.84,6186.82,256.94,3806.77,1694.83,222.08,317.03,680.55,115.62,3030.11,7,9,2,1,10,91.3,699,1,3.03011,28.585943396226416
ECO00061,2025-11-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8667.05,1150.9,130.05,7528.6,297.46,3863.68,1646.74,207.16,299.12,828.15,133.86,3115.03,7,9,3,1,9,93.8,699,1,3.1150300000000004,29.387075471698115
ECO00061,2025-12-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8475.31,1323.72,134.49,5923.73,255.51,3670.72,1610.31,238.27,309.33,651.61,114.98,2924.5,7,16,4,1,6,96.0,699,1,2.9245,27.589622641509433
ECO00061,2026-01-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8689.86,1224.37,127.41,6304.81,260.69,3717.79,1651.07,220.39,293.05,693.53,117.31,2975.35,7,8,6,1,8,98.9,699,1,2.9753499999999997,28.069339622641508
ECO00061,2026-02-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,7872.16,1207.3,136.28,6064.89,277.14,3347.32,1495.71,217.31,313.44,667.14,124.71,2818.31,7,14,4,1,6,82.7,699,1,2.81831,26.587830188679245
ECO00061,2026-03-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8453.11,1093.64,104.73,5452.6,287.11,3909.04,1606.09,196.86,240.87,599.79,129.2,2772.8,7,10,4,1,3,92.0,699,1,2.7728,26.158490566037738
ECO00061,2026-04-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8946.66,991.83,129.02,6225.81,262.62,3747.04,1699.87,178.53,296.75,684.84,118.18,2978.16,7,5,5,1,4,96.1,699,1,2.97816,28.09584905660377
ECO00061,2026-05-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,7995.73,1120.14,119.91,6577.75,284.3,3748.46,1519.19,201.63,275.8,723.55,127.94,2848.11,7,13,3,0,7,89.2,699,1,2.84811,26.868962264150944
ECO00061,2026-06-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8559.71,1040.12,132.03,6232.27,260.74,3555.08,1626.35,187.22,303.68,685.55,117.33,2920.13,7,7,2,0,7,94.2,699,1,2.92013,27.548396226415097
ECO00061,2026-07-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8184.91,965.21,143.25,7152.9,262.92,3510.67,1555.13,173.74,329.48,786.82,118.31,2963.49,7,12,3,1,7,100.0,699,1,2.9634899999999997,27.95745283018868
ECO00061,2026-08-01,Technology,UK,Medium,106,Enterprise,699,Annual,Organic Search,8833.28,1124.89,120.96,7126.44,257.34,3870.64,1678.32,202.48,278.21,783.91,115.8,3058.73,7,12,5,1,8,100.0,699,1,3.05873,28.855943396226415
ECO00062,2026-02-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,7961.79,851.79,95.05,4485.22,184.81,3214.05,1512.74,153.32,218.61,493.37,83.16,2461.21,13,10,4,0,9,81.1,699,1,2.46121,27.654044943820224
ECO00062,2026-03-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,8161.82,908.68,99.27,5185.86,192.23,2973.2,1550.75,163.56,228.32,570.44,86.5,2599.58,13,8,5,1,5,91.0,699,1,2.59958,29.20876404494382
ECO00062,2026-04-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,7951.55,781.84,82.46,4370.85,205.99,3106.42,1510.8,140.73,189.66,480.79,92.69,2414.67,13,11,2,0,5,88.2,699,1,2.41467,27.13112359550562
ECO00062,2026-05-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,9088.74,785.16,78.36,5740.57,195.35,3110.94,1726.86,141.33,180.22,631.46,87.91,2767.78,13,12,3,1,4,88.9,699,1,2.76778,31.09865168539326
ECO00062,2026-06-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,9308.3,731.53,87.75,6198.09,179.93,2811.62,1768.58,131.68,201.83,681.79,80.97,2864.84,13,12,2,1,7,98.6,699,1,2.86484,32.18921348314607
ECO00062,2026-07-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,8929.42,773.92,82.56,4735.79,192.5,3051.25,1696.59,139.3,189.89,520.94,86.63,2633.35,13,7,3,1,7,99.3,699,1,2.63335,29.58820224719101
ECO00062,2026-08-01,Technology,UK,Medium,89,Enterprise,699,Annual,Partner,7320.0,752.74,79.51,5679.47,219.26,2816.71,1390.8,135.49,182.87,624.74,98.67,2432.57,13,14,5,0,5,88.6,699,1,2.43257,27.332247191011238
ECO00063,2025-01-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3940.61,933.47,33.93,852.35,142.24,1984.17,748.72,168.03,78.04,93.76,64.01,1152.55,16,10,1,1,4,90.7,249,1,1.15255,42.68703703703704
ECO00063,2025-02-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,4139.12,838.22,37.7,785.74,141.31,2120.88,786.43,150.88,86.72,86.43,63.59,1174.05,16,9,4,1,6,84.9,249,1,1.17405,43.483333333333334
ECO00063,2025-03-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3694.44,763.01,37.98,724.53,149.42,2108.69,701.94,137.34,87.35,79.7,67.24,1073.57,16,8,2,1,4,88.9,249,1,1.07357,39.76185185185185
ECO00063,2025-04-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3601.79,724.14,35.8,683.31,146.62,2003.5,684.34,130.35,82.35,75.16,65.98,1038.18,16,9,4,1,7,82.3,249,1,1.03818,38.45111111111111
ECO00063,2025-05-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3795.98,731.63,33.67,709.58,126.56,2060.31,721.24,131.69,77.44,78.05,56.95,1065.38,16,6,2,1,5,86.6,249,1,1.0653800000000002,39.458518518518524
ECO00063,2025-06-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,4303.07,658.39,34.69,885.6,129.01,2084.6,817.58,118.51,79.78,97.42,58.06,1171.34,16,13,4,1,5,89.6,249,1,1.1713399999999998,43.38296296296296
ECO00063,2025-07-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3895.45,725.19,36.11,929.29,126.94,1812.25,740.13,130.54,83.05,102.22,57.12,1113.06,16,8,3,1,7,95.2,249,1,1.11306,41.224444444444444
ECO00063,2025-08-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3660.69,738.9,32.57,946.77,119.35,1958.23,695.53,133.0,74.91,104.15,53.71,1061.29,16,7,3,1,7,87.2,249,1,1.06129,39.307037037037034
ECO00063,2025-09-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3956.76,801.56,33.56,777.75,136.28,2024.99,751.79,144.28,77.19,85.55,61.32,1120.13,16,10,2,0,6,82.4,249,1,1.12013,41.4862962962963
ECO00063,2025-10-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3702.82,731.72,33.45,631.12,136.49,2015.35,703.54,131.71,76.93,69.42,61.42,1043.02,16,10,3,1,10,94.4,249,1,1.04302,38.63037037037037
ECO00063,2025-11-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3136.33,906.16,39.03,685.05,117.86,1869.4,595.9,163.11,89.77,75.36,53.04,977.18,16,10,4,1,7,92.0,249,1,0.9771799999999999,36.19185185185185
ECO00063,2025-12-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3276.76,784.0,39.78,840.61,129.04,1920.51,622.58,141.12,91.49,92.47,58.07,1005.73,16,10,2,0,4,93.2,249,1,1.00573,37.24925925925926
ECO00063,2026-01-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3620.59,869.02,35.85,771.68,137.52,2037.15,687.91,156.42,82.47,84.88,61.88,1073.57,16,7,3,1,3,90.1,249,1,1.07357,39.76185185185185
ECO00063,2026-02-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3478.26,797.06,42.03,730.37,139.04,1963.62,660.87,143.47,96.67,80.34,62.57,1043.92,16,9,2,1,3,85.3,249,1,1.0439200000000002,38.6637037037037
ECO00063,2026-03-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,4033.27,846.48,30.36,638.02,112.84,2034.66,766.32,152.37,69.84,70.18,50.78,1109.48,16,8,3,1,3,82.8,249,1,1.10948,41.09185185185185
ECO00063,2026-04-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3741.94,715.17,29.98,774.61,122.11,1856.43,710.97,128.73,68.96,85.21,54.95,1048.81,16,5,2,1,3,86.1,249,1,1.04881,38.84481481481481
ECO00063,2026-05-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3503.38,782.66,36.6,740.23,129.14,2042.18,665.64,140.88,84.19,81.43,58.11,1030.25,16,13,1,1,8,93.3,249,1,1.03025,38.157407407407405
ECO00063,2026-06-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3361.86,745.61,39.06,766.06,151.36,1982.87,638.75,134.21,89.84,84.27,68.11,1015.19,16,9,2,1,5,81.8,249,1,1.01519,37.59962962962963
ECO00063,2026-07-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3521.73,690.42,37.38,786.11,124.4,1964.28,669.13,124.28,85.97,86.47,55.98,1021.83,16,4,3,1,4,79.8,249,1,1.02183,37.845555555555556
ECO00063,2026-08-01,Healthcare,UK,Small,27,Business,249,Monthly,LinkedIn,3583.89,675.97,32.12,764.78,130.74,1955.57,680.94,121.67,73.87,84.13,58.83,1019.44,16,12,3,1,5,91.0,249,1,1.0194400000000001,37.75703703703704
ECO00064,2025-10-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,21598.04,1966.48,138.72,20709.25,520.42,6496.2,4103.63,353.97,319.06,2278.02,234.19,7288.86,17,13,4,1,10,99.7,249,1,7.28886,33.4351376146789
ECO00064,2025-11-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,21138.92,2540.3,135.5,24222.3,478.71,6665.9,4016.4,457.25,311.64,2664.45,215.42,7665.16,17,9,4,0,8,96.4,249,1,7.66516,35.161284403669725
ECO00064,2025-12-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,22386.67,2844.75,137.34,20154.97,527.66,6107.89,4253.47,512.05,315.89,2217.05,237.45,7535.9,17,12,3,1,6,95.0,249,1,7.5359,34.56834862385321
ECO00064,2026-01-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,20118.65,2474.33,126.06,18661.13,479.75,6215.33,3822.54,445.38,289.94,2052.72,215.89,6826.48,17,13,3,0,8,92.4,249,1,6.826479999999999,31.31412844036697
ECO00064,2026-02-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,20244.81,2522.64,133.5,21102.85,504.81,6158.8,3846.51,454.08,307.05,2321.31,227.16,7156.11,17,13,3,0,7,93.1,249,1,7.15611,32.826192660550454
ECO00064,2026-03-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,20390.22,2119.04,151.22,18776.04,484.77,5865.2,3874.14,381.43,347.8,2065.36,218.14,6886.87,17,11,4,1,7,96.3,249,1,6.88687,31.591146788990827
ECO00064,2026-04-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,19272.47,1698.44,141.83,22819.08,487.98,6644.9,3661.77,305.72,326.21,2510.1,219.59,7023.39,17,15,4,1,7,100.0,249,1,7.02339,32.21738532110092
ECO00064,2026-05-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,19941.67,2216.74,131.35,28277.0,473.56,6539.12,3788.92,399.01,302.1,3110.47,213.1,7813.6,17,11,4,1,5,100.0,249,1,7.8136,35.84220183486239
ECO00064,2026-06-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,18312.79,2074.52,134.77,22680.11,501.4,6087.33,3479.43,373.41,309.98,2494.81,225.63,6883.27,17,12,4,1,8,92.1,249,1,6.88327,31.57463302752294
ECO00064,2026-07-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,19457.33,2053.56,110.56,22266.4,467.2,6265.58,3696.89,369.64,254.28,2449.3,210.24,6980.36,17,12,4,1,7,96.2,249,1,6.980359999999999,32.019999999999996
ECO00064,2026-08-01,Professional Services,Netherlands,Medium,218,Business,249,Monthly,Organic Search,20663.23,1963.99,110.77,19763.66,468.59,6155.95,3926.01,353.52,254.76,2174.0,210.87,6919.17,17,13,3,1,8,100.0,249,1,6.91917,31.739311926605506
ECO00065,2024-01-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,7476.82,959.87,85.76,4078.78,182.59,2320.75,1420.59,172.78,197.25,448.67,82.16,2321.45,16,11,4,1,6,87.5,39,1,2.32145,32.24236111111111
ECO00065,2024-02-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,5751.3,893.51,71.67,4163.1,154.71,2269.58,1092.75,160.83,164.84,457.94,69.62,1945.98,16,12,2,0,6,91.8,39,1,1.94598,27.0275
ECO00065,2024-03-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6070.0,840.78,78.24,3970.92,160.97,2456.98,1153.3,151.34,179.96,436.8,72.44,1993.84,16,8,3,0,7,94.3,39,1,1.9938399999999998,27.69222222222222
ECO00065,2024-04-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6272.68,847.59,77.06,3693.43,164.83,2228.71,1191.81,152.57,177.23,406.28,74.17,2002.05,16,12,2,0,8,89.8,39,1,2.00205,27.80625
ECO00065,2024-05-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6403.63,866.48,71.44,3674.71,166.75,2170.93,1216.69,155.97,164.3,404.22,75.04,2016.21,16,13,5,1,8,93.4,39,1,2.01621,28.002916666666668
ECO00065,2024-06-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6735.86,699.11,86.29,4622.67,156.47,2349.87,1279.81,125.84,198.46,508.49,70.41,2183.02,16,15,3,0,7,95.3,39,1,2.18302,30.31972222222222
ECO00065,2024-07-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6084.03,830.89,76.36,4415.59,170.27,2448.7,1155.97,149.56,175.62,485.72,76.62,2043.48,16,10,4,1,4,93.7,39,1,2.04348,28.381666666666668
ECO00065,2024-08-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6199.64,748.88,79.02,4011.6,150.12,2147.7,1177.93,134.8,181.74,441.28,67.55,2003.31,16,10,3,0,6,96.3,39,1,2.00331,27.82375
ECO00065,2024-09-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6193.11,812.25,78.88,5144.45,157.3,2246.32,1176.69,146.21,181.42,565.89,70.79,2140.99,16,12,4,0,6,93.7,39,1,2.14099,29.73597222222222
ECO00065,2024-10-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6388.88,764.98,88.24,3870.93,178.05,2303.06,1213.89,137.7,202.94,425.8,80.12,2060.45,16,8,1,0,6,92.8,39,1,2.06045,28.61736111111111
ECO00065,2024-11-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6588.16,1030.9,72.76,4040.57,167.16,2282.25,1251.75,185.56,167.35,444.46,75.22,2124.34,16,11,5,1,6,97.5,39,1,2.12434,29.504722222222224
ECO00065,2024-12-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6703.69,964.11,84.76,4230.23,178.2,1846.9,1273.7,173.54,194.96,465.32,80.19,2187.71,16,11,4,0,7,95.5,39,1,2.18771,30.38486111111111
ECO00065,2025-01-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6857.12,1006.34,79.12,4190.33,175.49,2276.1,1302.85,181.14,181.98,460.94,78.97,2205.88,16,12,6,0,6,100.0,39,1,2.20588,30.637222222222224
ECO00065,2025-02-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6203.34,1068.5,77.42,3516.85,160.14,2203.89,1178.63,192.33,178.07,386.85,72.06,2007.95,16,10,3,1,7,87.1,39,1,2.00795,27.888194444444444
ECO00065,2025-03-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6512.27,859.19,79.0,4314.83,173.93,2587.69,1237.33,154.65,181.7,474.63,78.27,2126.58,16,8,2,1,8,95.7,39,1,2.12658,29.535833333333333
ECO00065,2025-04-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6001.65,770.7,74.23,4058.56,156.47,2245.48,1140.31,138.73,170.73,446.44,70.41,1966.62,16,11,5,0,5,94.4,39,1,1.9666199999999998,27.314166666666665
ECO00065,2025-05-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6497.99,890.32,71.43,4890.97,134.48,2397.26,1234.62,160.26,164.3,538.01,60.52,2157.7,16,12,2,1,4,88.9,39,1,2.1576999999999997,29.96805555555555
ECO00065,2025-06-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6839.57,729.14,83.93,3674.99,157.57,2210.43,1299.52,131.24,193.05,404.25,70.91,2098.97,16,12,2,0,5,99.2,39,1,2.09897,29.15236111111111
ECO00065,2025-07-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,5957.67,779.18,68.0,4473.06,164.38,2236.65,1131.96,140.25,156.41,492.04,73.97,1994.63,16,11,4,1,7,96.8,39,1,1.9946300000000001,27.703194444444446
ECO00065,2025-08-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6242.1,807.69,75.15,3852.26,169.4,2082.49,1186.0,145.38,172.85,423.75,76.23,2004.21,16,10,3,1,5,94.5,39,1,2.00421,27.83625
ECO00065,2025-09-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6478.94,793.71,78.53,4843.83,175.9,2333.52,1231.0,142.87,180.63,532.82,79.16,2166.47,16,7,4,1,7,77.3,39,1,2.16647,30.08986111111111
ECO00065,2025-10-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6236.52,872.35,78.52,3518.01,174.46,2124.06,1184.94,157.02,180.59,386.98,78.51,1988.04,16,10,3,1,8,96.6,39,1,1.98804,27.611666666666665
ECO00065,2025-11-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,5498.49,875.59,74.56,3581.26,181.57,2279.78,1044.71,157.61,171.48,393.94,81.7,1849.44,16,13,4,1,5,90.7,39,1,1.84944,25.686666666666667
ECO00065,2025-12-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6695.72,909.63,69.59,4216.65,164.26,2427.71,1272.19,163.73,160.07,463.83,73.92,2133.73,16,11,4,0,6,86.9,39,1,2.13373,29.63513888888889
ECO00065,2026-01-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6615.46,969.15,73.99,4273.03,170.21,2425.23,1256.94,174.45,170.19,470.03,76.59,2148.19,16,11,4,1,5,90.7,39,1,2.14819,29.835972222222225
ECO00065,2026-02-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6055.24,813.66,75.65,3717.06,173.46,2496.03,1150.49,146.46,174.0,408.88,78.06,1957.89,16,10,4,1,6,89.4,39,1,1.9578900000000001,27.19291666666667
ECO00065,2026-03-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6393.3,820.31,85.68,3976.88,164.96,2233.06,1214.73,147.66,197.06,437.46,74.23,2071.13,16,9,3,1,4,95.7,39,1,2.07113,28.765694444444446
ECO00065,2026-04-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6234.72,679.98,76.45,4180.41,158.84,2066.86,1184.6,122.4,175.83,459.84,71.48,2014.15,16,13,4,1,9,85.8,39,1,2.01415,27.974305555555556
ECO00065,2026-05-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,5691.38,748.96,78.57,4795.09,155.87,2153.24,1081.36,134.81,180.7,527.46,70.14,1994.48,16,12,4,1,6,93.3,39,1,1.99448,27.70111111111111
ECO00065,2026-06-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,7063.22,779.44,74.72,4395.04,152.82,2354.52,1342.01,140.3,171.86,483.45,68.77,2206.39,16,10,5,1,5,94.2,39,1,2.20639,30.644305555555555
ECO00065,2026-07-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6600.19,761.67,71.94,4296.78,164.27,2322.63,1254.04,137.1,165.45,472.65,73.92,2103.16,16,11,5,0,10,95.6,39,1,2.10316,29.210555555555555
ECO00065,2026-08-01,Technology,India,Small,72,Starter,39,Annual,LinkedIn,6446.77,733.43,65.82,3894.35,166.28,2068.83,1224.89,132.02,151.38,428.38,74.83,2011.49,16,10,3,1,5,82.5,39,1,2.0114900000000002,27.937361111111112
ECO00066,2025-12-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,24182.54,8688.01,217.04,5165.0,1275.81,15271.8,4594.68,1563.84,499.19,568.15,574.11,7799.98,17,4,0,1,5,80.2,39,1,7.79998,45.34872093023255
ECO00066,2026-01-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,23052.79,7803.57,215.59,4489.28,1000.49,13815.87,4380.03,1404.64,495.85,493.82,450.22,7224.56,17,7,3,0,5,85.5,39,1,7.22456,42.003255813953494
ECO00066,2026-02-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,25050.42,8824.78,259.39,4138.91,1133.29,14994.36,4759.58,1588.46,596.59,455.28,509.98,7909.89,17,5,1,1,4,80.2,39,1,7.909890000000001,45.987732558139534
ECO00066,2026-03-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,23017.33,7068.84,213.58,4318.09,1280.85,15265.13,4373.29,1272.39,491.23,474.99,576.38,7188.29,17,7,4,1,6,82.8,39,1,7.18829,41.79238372093023
ECO00066,2026-04-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,23244.46,6875.24,220.23,5295.07,1053.05,15370.38,4416.45,1237.54,506.53,582.46,473.87,7216.85,17,9,3,1,4,89.7,39,1,7.21685,41.95843023255814
ECO00066,2026-05-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,22554.88,6644.85,220.14,6646.93,1181.66,14929.83,4285.43,1196.07,506.32,731.16,531.75,7250.72,17,9,2,1,6,86.1,39,1,7.25072,42.1553488372093
ECO00066,2026-06-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,23491.41,6203.57,232.55,4882.51,923.47,14168.36,4463.37,1116.64,534.86,537.08,415.56,7067.51,17,3,2,1,5,95.3,39,1,7.06751,41.090174418604654
ECO00066,2026-07-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,24241.64,6342.43,224.96,6305.62,1185.27,15085.33,4605.91,1141.64,517.4,693.62,533.37,7491.94,17,8,4,1,4,91.4,39,1,7.49194,43.55779069767441
ECO00066,2026-08-01,Hospitality,Australia,Medium,172,Starter,39,Annual,Organic Search,24652.61,6111.39,237.48,5468.07,1145.71,14485.39,4684.0,1100.05,546.2,601.49,515.57,7447.31,17,11,3,1,3,87.5,39,1,7.447310000000001,43.298313953488375
ECO00067,2026-06-01,Hospitality,India,Large,852,Business,249,Annual,Outbound Sales,125830.08,26219.15,681.24,19631.91,4192.16,68950.74,23907.71,4719.45,1566.86,2159.51,1886.47,34240.01,23,10,4,0,4,92.6,249,1,34.240010000000005,40.18780516431925
