Company_ID,Signup_Date,Industry,Country,Company_Size,Employees,Plan,Monthly_Fee,Contract_Type,Acquisition_Channel,Reduction_Target_Pct,Avg_Monthly_Logins,Avg_Reports_Generated,Avg_Data_Completeness_Pct,Initial_CO2_kg,Latest_CO2_kg,Observed_Reduction_Pct,Churn_Status,Churn_Date,Months_Active,Lifetime_Revenue
ECO00428,2024-02-17,Logistics,UK,Micro,19,Professional,99,Annual,Organic Search,19,10.3,3.4,90.9,1112.68,1080.49,2.89,Active,,31,3069
ECO00429,2024-12-16,Technology,UK,Small,36,Starter,39,Monthly,Partner,32,11.5,3.8,97.8,1003.17,915.69,8.72,Churned,2025-12-31,13,507
ECO00430,2025-07-19,Education,Germany,Small,63,Business,249,Monthly,Organic Search,9,10.1,3.4,90.6,1952.71,1662.4,14.87,Active,,14,3486
ECO00431,2026-06-20,Professional Services,USA,Small,54,Enterprise,699,Monthly,LinkedIn,9,13.0,4.0,97.8,1417.55,1485.44,-4.79,Active,,3,2097
ECO00432,2024-05-08,Manufacturing,USA,Medium,99,Professional,99,Monthly,Organic Search,16,9.3,2.9,85.8,7237.55,7594.83,-4.94,Churned,2025-03-31,11,1089
ECO00433,2026-07-18,Professional Services,Canada,Micro,13,Starter,39,Monthly,Organic Search,6,5.5,4.0,82.3,373.57,361.45,3.24,Active,,2,78
ECO00434,2024-08-21,Retail,USA,Large,343,Business,249,Annual,Partner,26,9.5,2.8,87.6,12555.93,10728.21,14.56,Active,,25,6225
ECO00435,2026-06-24,Manufacturing,Australia,Medium,223,Starter,39,Annual,Referral,16,11.3,3.0,96.2,13198.19,14718.38,-11.52,Active,,3,117
ECO00436,2026-02-27,Technology,UK,Medium,286,Starter,39,Monthly,Paid Search,23,10.3,3.4,91.9,8799.76,8398.88,4.56,Active,,7,273
ECO00437,2025-11-08,Manufacturing,India,Large,1185,Enterprise,699,Annual,LinkedIn,25,11.6,4.0,96.7,89708.25,84201.32,6.14,Active,,10,6990
ECO00438,2025-01-13,Education,Canada,Micro,6,Professional,99,Annual,Organic Search,10,12.4,3.8,95.9,165.86,154.87,6.63,Churned,2026-05-31,17,1683
ECO00439,2025-11-04,Education,Germany,Small,32,Business,249,Monthly,Paid Search,11,9.2,3.8,93.5,909.03,834.63,8.18,Active,,10,2490
ECO00440,2025-07-17,Retail,Germany,Medium,133,Enterprise,699,Monthly,Outbound Sales,24,9.7,3.5,94.5,4813.59,4746.79,1.39,Churned,2025-12-31,6,4194
ECO00441,2024-11-27,Technology,UK,Medium,168,Business,249,Monthly,Paid Search,21,8.0,3.0,86.0,5694.75,4593.05,19.35,Active,,22,5478
ECO00442,2025-12-21,Education,India,Medium,278,Professional,99,Monthly,Organic Search,17,8.9,2.9,87.2,8009.75,7042.39,12.08,Active,,9,891
ECO00443,2025-05-18,Manufacturing,India,Small,30,Starter,39,Monthly,LinkedIn,9,8.8,2.8,85.9,2009.84,1971.32,1.92,Active,,16,624
ECO00444,2025-02-05,Healthcare,Canada,Medium,214,Professional,99,Monthly,LinkedIn,19,10.9,3.5,92.3,9886.49,9403.58,4.88,Churned,2025-12-31,11,1089
ECO00445,2024-10-01,Retail,India,Micro,14,Starter,39,Monthly,Paid Search,20,8.0,3.3,88.9,527.75,503.49,4.6,Churned,2025-03-31,6,234
ECO00446,2025-04-04,Manufacturing,Canada,Medium,171,Professional,99,Annual,LinkedIn,17,10.4,3.3,91.4,11619.39,11261.38,3.08,Active,,17,1683
ECO00447,2025-09-14,Technology,France,Small,62,Starter,39,Monthly,Referral,18,10.5,3.7,94.0,1618.96,1564.96,3.34,Active,,12,468
ECO00448,2025-02-08,Professional Services,UK,Micro,7,Professional,99,Monthly,Referral,8,10.6,4.4,92.5,199.78,199.46,0.16,Churned,2025-06-30,5,495
ECO00449,2026-05-06,Hospitality,USA,Small,63,Starter,39,Annual,Organic Search,12,5.0,1.0,68.6,2470.03,2598.02,-5.18,Active,,4,156
ECO00450,2026-04-09,Manufacturing,UK,Medium,227,Starter,39,Monthly,Paid Search,5,3.6,1.8,73.4,15720.01,16579.2,-5.47,Active,,5,195
ECO00451,2025-11-05,Logistics,Canada,Small,51,Business,249,Annual,Referral,5,10.4,3.5,91.1,2582.5,2531.24,1.98,Active,,10,2490
ECO00452,2026-03-22,Manufacturing,UK,Small,33,Professional,99,Annual,Partner,14,10.7,4.3,95.7,2416.77,2063.02,14.64,Active,,6,594
ECO00453,2026-06-07,Retail,USA,Medium,93,Starter,39,Monthly,Paid Search,16,8.3,2.7,82.6,3808.72,3561.27,6.5,Active,,3,117
ECO00454,2026-07-22,Healthcare,Canada,Large,651,Enterprise,699,Monthly,Organic Search,21,3.5,2.5,84.9,29860.57,30506.32,-2.16,Active,,2,1398
ECO00455,2026-02-18,Technology,Germany,Micro,10,Professional,99,Monthly,Organic Search,11,8.7,2.4,84.8,300.98,326.89,-8.61,Active,,7,693
ECO00456,2024-11-09,Technology,UK,Micro,9,Starter,39,Annual,Partner,25,8.5,3.0,86.8,240.44,220.19,8.42,Active,,22,858
ECO00457,2024-11-14,Hospitality,France,Small,76,Business,249,Annual,Outbound Sales,23,10.1,3.1,90.1,3159.4,2599.7,17.72,Active,,22,5478
ECO00458,2025-03-18,Retail,UK,Medium,278,Professional,99,Monthly,Organic Search,23,8.2,3.0,82.9,10489.61,10455.9,0.32,Churned,2025-06-30,4,396
ECO00459,2025-12-12,Hospitality,Germany,Micro,11,Professional,99,Monthly,Organic Search,23,11.3,3.7,91.8,462.18,452.16,2.17,Churned,2026-08-31,9,891
ECO00460,2025-02-17,Professional Services,UK,Medium,93,Starter,39,Annual,Organic Search,18,11.1,3.5,91.5,2740.22,2396.66,12.54,Active,,19,741
ECO00461,2025-04-04,Healthcare,Germany,Small,54,Starter,39,Monthly,Paid Search,23,7.3,2.1,84.7,2316.34,2160.41,6.73,Churned,2026-06-30,15,585
ECO00462,2025-10-17,Professional Services,UK,Small,72,Business,249,Monthly,Organic Search,21,11.8,4.0,94.4,2310.95,2313.76,-0.12,Active,,11,2739
ECO00463,2024-01-13,Education,UK,Small,71,Enterprise,699,Annual,Outbound Sales,23,10.2,3.1,89.5,2201.72,1988.64,9.68,Active,,32,22368
ECO00464,2025-09-27,Healthcare,UK,Micro,9,Professional,99,Monthly,Organic Search,16,13.2,4.0,94.7,429.31,382.5,10.9,Active,,12,1188
ECO00465,2024-10-06,Education,UK,Medium,204,Professional,99,Monthly,Referral,20,11.7,4.2,96.4,6696.42,5909.58,11.75,Active,,23,2277
ECO00466,2024-06-02,Technology,India,Medium,82,Business,249,Monthly,Referral,27,9.7,3.0,88.4,2830.29,2398.85,15.24,Churned,2026-01-31,20,4980
ECO00467,2025-02-01,Retail,UK,Micro,18,Business,249,Monthly,Referral,20,11.5,3.6,95.4,752.99,605.06,19.65,Active,,19,4731
ECO00468,2025-10-06,Technology,USA,Small,79,Professional,99,Monthly,LinkedIn,22,11.5,3.6,91.2,2747.49,2587.91,5.81,Active,,11,1089
ECO00469,2024-06-23,Technology,Australia,Small,55,Starter,39,Monthly,Organic Search,15,9.7,3.4,86.4,1518.34,1547.82,-1.94,Churned,2026-02-28,21,819
ECO00470,2024-06-19,Logistics,UK,Micro,15,Professional,99,Monthly,Organic Search,9,7.7,2.5,83.2,747.26,678.21,9.24,Active,,27,2673
ECO00471,2026-08-24,Education,UK,Medium,165,Professional,99,Monthly,Outbound Sales,18,8.0,3.0,90.3,5268.06,5268.06,0.0,Active,,1,99
ECO00472,2024-09-19,Professional Services,UK,Small,33,Professional,99,Annual,Organic Search,28,8.7,3.0,88.9,981.25,921.79,6.06,Churned,2025-03-31,7,693
ECO00473,2026-08-10,Professional Services,India,Small,57,Professional,99,Monthly,Referral,12,8.0,2.0,79.9,1728.54,1728.54,0.0,Active,,1,99
ECO00474,2026-01-12,Technology,UK,Micro,17,Professional,99,Monthly,Paid Search,23,11.2,3.5,91.0,471.98,516.42,-9.42,Active,,8,792
ECO00475,2026-03-05,Logistics,USA,Large,607,Business,249,Monthly,Organic Search,20,6.5,2.0,80.7,31384.36,29595.1,5.7,Active,,6,1494
ECO00476,2025-05-13,Retail,UK,Medium,292,Professional,99,Annual,Referral,12,9.2,3.2,87.9,9788.97,9605.22,1.88,Active,,16,1584
ECO00477,2024-10-16,Manufacturing,Netherlands,Medium,100,Professional,99,Monthly,Organic Search,18,11.7,4.0,96.9,7489.97,7088.26,5.36,Active,,23,2277
ECO00478,2026-02-09,Hospitality,France,Small,59,Professional,99,Annual,Outbound Sales,13,10.7,3.4,90.6,2622.43,2346.01,10.54,Active,,7,693
ECO00479,2024-05-01,Healthcare,Germany,Micro,16,Business,249,Monthly,LinkedIn,20,11.9,3.4,96.4,735.76,697.73,5.17,Churned,2025-08-31,16,3984
ECO00480,2026-04-10,Technology,UK,Medium,124,Starter,39,Monthly,Paid Search,15,10.6,3.8,88.5,3448.08,3184.92,7.63,Active,,5,195
ECO00481,2026-06-16,Technology,USA,Micro,18,Starter,39,Monthly,Outbound Sales,19,11.0,3.3,96.1,486.86,486.97,-0.02,Active,,3,117
ECO00482,2024-05-18,Manufacturing,UK,Small,30,Starter,39,Monthly,Paid Search,13,10.9,3.8,95.2,2052.96,2054.93,-0.1,Churned,2025-01-31,9,351
ECO00483,2026-06-15,Professional Services,Germany,Small,44,Professional,99,Monthly,LinkedIn,8,5.0,2.0,77.3,1352.54,1359.3,-0.5,Active,,3,297
ECO00484,2024-06-19,Retail,USA,Small,68,Business,249,Monthly,,22,11.5,4.1,94.3,2301.72,2184.18,5.11,Churned,2026-06-30,25,6225
ECO00485,2025-04-21,Logistics,UK,Small,43,Business,249,Monthly,Paid Search,21,9.6,2.9,87.7,2237.02,2083.34,6.87,Churned,2025-12-31,9,2241
ECO00486,2026-05-23,Technology,USA,Small,51,Professional,99,Monthly,Partner,12,9.5,3.5,87.4,1641.1,1604.68,2.22,Active,,4,396
ECO00487,2024-02-24,Manufacturing,India,Small,30,Starter,39,Annual,Paid Search,16,12.3,4.5,95.7,2071.42,1817.81,12.24,Active,,31,1209
ECO00488,2024-08-09,Healthcare,UK,Micro,6,Professional,99,Monthly,LinkedIn,18,7.9,2.5,81.1,249.72,236.43,5.32,Churned,2025-03-31,8,792
ECO00489,2024-08-07,Professional Services,Australia,Small,41,Starter,39,Monthly,Partner,21,10.2,3.5,87.9,1143.96,1194.14,-4.39,Churned,2025-05-31,10,390
ECO00490,2026-05-19,Manufacturing,India,Medium,131,Starter,39,Annual,Organic Search,16,9.8,2.8,91.6,8664.98,8371.49,3.39,Active,,4,156
ECO00491,2024-04-01,Education,UK,Large,1056,Business,249,Annual,LinkedIn,21,9.3,3.0,87.4,29858.66,26502.88,11.24,Active,,29,7221
ECO00492,2024-02-17,Technology,UK,Medium,283,Business,249,Monthly,LinkedIn,24,11.6,3.8,96.4,7937.16,7731.64,2.59,Active,,31,7719
ECO00493,2026-01-10,Technology,Netherlands,Micro,14,Professional,99,Monthly,Referral,6,9.4,2.2,86.4,422.11,476.86,-12.97,Churned,2026-08-31,8,792
ECO00494,2025-10-24,Manufacturing,UK,Medium,297,Professional,99,Annual,Outbound Sales,11,9.7,3.2,91.2,17312.49,17277.33,0.2,Active,,11,1089
ECO00495,2025-10-17,Technology,Germany,Small,52,Professional,99,Monthly,,25,9.1,3.5,92.5,1422.28,1284.92,9.66,Active,,11,1089
ECO00496,2026-04-01,Retail,USA,Micro,6,Business,249,Annual,Outbound Sales,16,11.8,4.2,94.0,204.28,212.06,-3.81,Active,,5,1245
ECO00497,2025-07-19,Retail,Netherlands,Small,53,Business,249,Monthly,Organic Search,21,9.5,3.6,90.6,2021.56,2005.8,0.78,Active,,14,3486
ECO00498,2025-03-23,Healthcare,USA,Micro,12,Starter,39,Monthly,Organic Search,21,12.4,3.8,95.0,518.39,508.63,1.88,Active,,18,702
ECO00499,2024-12-11,Professional Services,USA,Small,41,Starter,39,Annual,Organic Search,12,5.7,2.0,80.2,1125.73,1055.9,6.2,Active,,21,819
ECO00500,2025-01-21,Technology,UK,Medium,142,Professional,99,Monthly,LinkedIn,25,7.4,2.4,83.0,3401.84,3369.32,0.96,Active,,20,1980
ECO00501,2026-06-05,Manufacturing,UK,Micro,5,Starter,39,Monthly,Partner,9,12.7,3.0,89.9,316.84,330.89,-4.43,Active,,3,117
ECO00502,2025-08-14,Logistics,UK,Small,74,Starter,39,Monthly,Partner,11,8.0,2.1,86.8,3891.09,3710.67,4.64,Churned,2026-03-31,8,312
ECO00503,2026-03-26,Retail,USA,Medium,246,Starter,39,Monthly,LinkedIn,13,9.5,2.5,87.8,9965.97,9187.52,7.81,Active,,6,234
ECO00504,2026-08-11,Healthcare,UK,Micro,6,Starter,39,Monthly,Outbound Sales,14,7.0,2.0,78.0,250.09,250.09,0.0,Active,,1,39
ECO00505,2026-07-27,Healthcare,India,Small,73,Professional,99,Monthly,Paid Search,17,12.0,3.0,88.8,2986.85,3113.53,-4.24,Active,,2,198
ECO00506,2025-10-07,Professional Services,UK,Medium,193,Starter,39,Annual,Outbound Sales,19,10.8,4.1,93.0,6330.87,6547.67,-3.42,Active,,11,429
ECO00507,2024-12-26,Technology,UK,Micro,11,Starter,39,Annual,LinkedIn,11,11.9,3.6,93.3,343.11,331.78,3.3,Active,,21,819
ECO00508,2024-02-22,Retail,USA,Small,25,Starter,39,Monthly,Referral,12,11.7,3.8,94.1,923.71,827.2,10.45,Churned,2024-10-31,9,351
ECO00509,2024-12-05,Healthcare,UK,Small,35,Business,249,Monthly,LinkedIn,25,9.0,2.6,87.1,1577.06,1381.17,12.42,Active,,21,5229
ECO00510,2026-02-01,Healthcare,Germany,Small,56,Enterprise,699,Monthly,Outbound Sales,15,9.0,3.1,89.6,2707.55,2507.27,7.4,Active,,7,4893
ECO00511,2025-11-18,Hospitality,USA,Medium,139,Business,249,Monthly,Outbound Sales,19,9.4,3.1,88.5,5822.77,5361.18,7.93,Active,,10,2490
ECO00512,2024-09-17,Hospitality,India,Medium,126,Professional,99,Monthly,Outbound Sales,17,10.6,2.8,91.5,5272.64,4775.23,9.43,Churned,2026-08-31,24,2376
ECO00513,2024-12-01,Professional Services,France,Small,35,Business,249,Monthly,Organic Search,23,10.0,3.4,89.6,1112.2,1049.3,5.66,Active,,21,5229
ECO00514,2024-05-17,Professional Services,UK,Small,26,Professional,99,Annual,Organic Search,20,9.4,3.2,89.5,787.89,738.55,6.26,Active,,28,2772
ECO00515,2025-10-14,Technology,India,Micro,5,Starter,39,Annual,Referral,18,8.8,2.2,92.8,135.41,143.53,-6.0,Churned,2026-01-31,4,156
ECO00516,2025-01-04,Logistics,India,Small,67,Enterprise,699,Annual,Paid Search,20,11.2,3.6,92.6,3747.1,3583.24,4.37,Churned,2026-04-30,16,11184
ECO00517,2026-02-17,Logistics,Netherlands,Small,65,Starter,39,Annual,Referral,12,8.6,3.4,89.5,3176.59,3331.12,-4.86,Churned,2026-06-30,5,195
ECO00518,2026-08-26,Education,France,Micro,8,Professional,99,Monthly,Organic Search,16,10.0,3.0,98.1,240.04,240.04,0.0,Active,,1,99
ECO00519,2024-04-02,Logistics,Canada,Medium,81,Starter,39,Monthly,Partner,19,8.5,2.5,84.2,3737.76,3558.26,4.8,Churned,2024-07-31,4,156
ECO00520,2024-01-09,Healthcare,France,Small,70,Starter,39,Monthly,Partner,13,12.0,5.0,97.1,3152.88,3311.4,-5.03,Churned,2024-03-31,3,117
ECO00521,2025-09-11,Manufacturing,UK,Micro,9,Starter,39,Annual,LinkedIn,22,8.5,3.3,84.0,703.57,597.95,15.01,Active,,12,468
ECO00522,2025-06-16,Professional Services,Canada,Small,44,Professional,99,Monthly,Referral,13,11.9,3.9,96.4,1469.14,1291.91,12.06,Active,,15,1485
ECO00523,2025-11-09,Manufacturing,India,Small,38,Business,249,Annual,Paid Search,17,9.6,3.7,92.6,2618.84,2244.87,14.28,Active,,10,2490
ECO00524,2026-01-15,Manufacturing,UK,Medium,197,Professional,99,Annual,Partner,16,11.2,3.5,92.0,13735.46,12773.6,7.0,Active,,8,792
ECO00525,2026-07-02,Technology,Australia,Medium,83,Professional,99,Monthly,Referral,13,11.5,4.5,90.0,2248.39,2185.12,2.81,Active,,2,198
ECO00526,2024-02-15,Retail,Australia,Small,31,Starter,39,Monthly,Organic Search,14,11.2,3.6,94.4,997.09,960.07,3.71,Active,,31,1209
ECO00527,2024-06-23,Technology,USA,Small,22,Enterprise,699,Annual,Paid Search,14,10.4,3.6,93.9,715.42,605.24,15.4,Active,,27,18873
ECO00528,2025-10-01,Technology,UK,Micro,7,Business,249,Monthly,Outbound Sales,25,13.5,3.5,90.6,175.86,196.02,-11.46,Churned,2025-11-30,2,498
ECO00529,2025-09-09,Professional Services,Germany,Medium,269,Business,249,Annual,Paid Search,15,12.4,3.9,95.3,9358.6,8315.89,11.14,Active,,12,2988
ECO00530,2025-03-11,Professional Services,India,Micro,16,Starter,39,Monthly,Referral,23,6.0,1.8,81.2,516.44,527.59,-2.16,Churned,2025-06-30,4,156
ECO00531,2025-05-21,Professional Services,Canada,Small,37,Professional,99,Annual,Paid Search,11,11.8,4.4,95.3,1281.86,1018.37,20.56,Active,,16,1584
ECO00532,2026-02-18,Hospitality,India,Small,59,Professional,99,Monthly,Outbound Sales,13,11.4,3.6,92.7,2438.01,2363.81,3.04,Active,,7,693
ECO00533,2025-12-08,Manufacturing,Australia,Micro,12,Business,249,Annual,Paid Search,9,8.0,2.3,83.8,827.56,780.28,5.71,Active,,9,2241
ECO00534,2026-07-10,Education,India,Medium,278,Starter,39,Annual,Paid Search,20,12.0,3.5,97.9,8561.04,9230.75,-7.82,Active,,2,78
ECO00535,2025-06-17,Manufacturing,USA,Small,76,Professional,99,Annual,LinkedIn,19,9.1,4.2,91.4,5184.58,4802.28,7.37,Active,,15,1485
ECO00536,2025-11-16,Technology,Canada,Medium,141,Professional,99,Annual,Outbound Sales,16,8.6,2.0,87.2,4770.72,4517.59,5.31,Active,,10,990
ECO00537,2025-08-10,Healthcare,USA,Small,53,Starter,39,Monthly,Paid Search,9,12.9,4.3,93.9,2179.85,2203.51,-1.09,Active,,13,507
ECO00538,2026-07-11,Professional Services,France,Small,67,Starter,39,Annual,Referral,10,9.0,4.0,90.6,2216.28,2136.87,3.58,Active,,2,78
ECO00539,2024-04-04,Technology,UK,Micro,17,Starter,39,Monthly,Organic Search,15,10.0,2.7,86.0,490.01,451.2,7.92,Active,,29,1131
ECO00540,2026-02-20,Technology,Germany,Micro,15,Starter,39,Annual,LinkedIn,21,8.7,2.1,86.8,418.23,394.26,5.73,Active,,7,273
ECO00541,2025-10-15,Healthcare,Canada,Medium,154,Professional,99,Annual,Partner,20,10.9,4.6,92.9,7433.74,6931.09,6.76,Churned,2026-06-30,9,891
ECO00542,2026-02-02,Retail,USA,Medium,159,Professional,99,Monthly,Outbound Sales,35,12.0,4.0,92.8,6422.18,5971.0,7.03,Active,,7,693
ECO00543,2025-12-15,Professional Services,Germany,Medium,138,Starter,39,Monthly,Outbound Sales,17,11.4,3.1,90.6,3840.0,3558.37,7.33,Active,,9,351
ECO00544,2024-11-06,Manufacturing,Canada,Medium,122,Starter,39,Monthly,Paid Search,11,12.2,4.2,94.4,8784.7,8029.59,8.6,Churned,2025-10-31,12,468
ECO00545,2025-06-05,Manufacturing,USA,Micro,13,Professional,99,Annual,LinkedIn,18,10.7,3.7,93.6,875.55,874.1,0.17,Active,,15,1485
ECO00546,2026-07-04,Technology,India,Medium,225,Professional,99,Monthly,Organic Search,11,7.0,3.0,82.8,7569.58,6590.91,12.93,Active,,2,198
ECO00547,2024-05-05,Retail,Germany,Small,51,Starter,39,Monthly,Organic Search,16,12.2,4.4,95.2,2050.02,1794.56,12.46,Active,,28,1092
ECO00548,2026-06-19,,UK,Micro,16,Professional,99,Annual,Partner,22,11.3,3.0,91.8,452.13,455.24,-0.69,Active,,3,297
ECO00549,2025-05-26,Professional Services,UK,Medium,294,Enterprise,699,Annual,Partner,21,7.1,2.3,83.3,7653.79,7476.0,2.32,Active,,16,11184
ECO00550,2026-04-09,Healthcare,Australia,Medium,229,Professional,99,Monthly,Organic Search,17,11.0,2.8,88.3,9787.21,10363.0,-5.88,Active,,5,495
ECO00551,2026-03-09,Professional Services,Netherlands,Small,40,Starter,39,Monthly,Partner,23,10.3,3.5,91.5,1222.88,1245.6,-1.86,Active,,6,234
ECO00552,2025-03-12,Manufacturing,Canada,Small,60,Starter,39,Monthly,LinkedIn,18,12.2,3.6,94.1,4486.77,4175.31,6.94,Active,,18,702
ECO00553,2025-08-14,Manufacturing,UK,Medium,270,Professional,99,Monthly,Organic Search,19,9.1,3.5,89.2,19225.61,16695.23,13.16,Active,,13,1287
ECO00554,2024-06-21,Retail,UK,Micro,9,Professional,99,Monthly,Outbound Sales,19,8.2,2.7,84.4,331.51,331.41,0.03,Churned,2024-11-30,6,594
ECO00555,2025-02-08,Professional Services,USA,Small,77,Starter,39,Monthly,Paid Search,21,6.6,1.7,81.2,2549.25,2153.84,15.51,Churned,2026-07-31,18,702
ECO00556,2026-08-27,Retail,France,Small,76,Professional,99,Monthly,Paid Search,21,11.0,5.0,89.1,2562.0,2562.0,0.0,Active,,1,99
ECO00557,2026-02-02,Healthcare,Netherlands,Small,23,Starter,39,Annual,Paid Search,17,11.1,3.9,94.7,1044.78,963.27,7.8,Active,,7,273
ECO00558,2025-11-12,Healthcare,UK,Small,47,Professional,99,Monthly,Outbound Sales,20,11.3,3.8,94.2,2339.74,2040.61,12.78,Churned,2026-08-31,10,990
ECO00559,2024-07-12,Hospitality,UK,Micro,14,Business,249,Annual,Paid Search,26,12.0,2.0,94.6,601.75,620.31,-3.08,Churned,2024-08-31,2,498
ECO00560,2026-03-05,Education,Germany,Small,38,Starter,39,Annual,Paid Search,13,8.2,3.2,85.5,1282.05,1328.53,-3.63,Active,,6,234
ECO00561,2025-12-04,Professional Services,USA,Small,51,Starter,39,Monthly,Referral,19,8.6,3.8,87.4,1538.06,1511.71,1.71,Active,,9,351
ECO00562,2024-03-06,Hospitality,USA,Medium,216,Business,249,Monthly,Paid Search,17,9.5,3.3,88.1,8373.87,8084.89,3.45,Churned,2025-05-31,15,3735
ECO00563,2024-04-07,Retail,UK,Small,65,Starter,39,Annual,Referral,9,11.9,3.7,94.3,2308.48,2223.86,3.67,Active,,29,1131
ECO00564,2025-12-26,Manufacturing,USA,Micro,13,Professional,99,Monthly,Outbound Sales,24,10.7,3.4,86.3,873.45,810.83,7.17,Active,,9,891
ECO00565,2025-01-02,Professional Services,UK,Small,22,Professional,99,Monthly,Referral,24,11.4,3.8,93.6,598.31,598.76,-0.08,Active,,20,1980
ECO00566,2026-01-08,Professional Services,USA,Small,58,Starter,39,Monthly,Organic Search,15,13.1,3.8,95.8,1579.61,1704.74,-7.92,Active,,8,312
ECO00567,2024-03-22,Retail,Germany,Small,53,Starter,39,Monthly,Referral,9,7.9,2.4,84.4,1671.43,1649.4,1.32,Active,,30,1170
ECO00568,2026-07-12,Technology,Germany,Small,71,Professional,99,Annual,Referral,18,10.0,4.5,88.8,2227.35,2159.44,3.05,Active,,2,198
ECO00569,2026-04-10,Healthcare,Canada,Small,75,Starter,39,Monthly,Organic Search,13,8.4,1.6,81.0,3531.27,3643.22,-3.17,Active,,5,195
ECO00570,2026-05-02,Manufacturing,UK,Medium,147,Business,249,Monthly,Paid Search,21,7.5,2.8,85.6,11465.64,11026.38,3.83,Active,,4,996
ECO00571,2025-08-25,Technology,Canada,Micro,13,Starter,39,Annual,Organic Search,9,9.2,3.2,87.8,403.37,416.01,-3.13,Active,,13,507
ECO00572,2024-06-04,Professional Services,UK,Large,793,Business,249,Annual,Organic Search,14,11.0,3.6,93.2,29341.63,25503.74,13.08,Active,,27,6723
ECO00573,2026-02-16,Healthcare,UK,Medium,135,Starter,39,Monthly,Referral,15,10.9,3.6,93.5,6427.84,6863.49,-6.78,Active,,7,273
ECO00574,2026-05-14,Healthcare,USA,Micro,13,Professional,99,Monthly,Organic Search,27,10.0,4.0,92.6,584.41,546.01,6.57,Active,,4,396
ECO00575,2024-09-19,Manufacturing,UK,Micro,12,Starter,39,Monthly,Partner,15,9.4,3.5,90.4,885.72,752.52,15.04,Active,,24,936
ECO00576,2024-03-01,Retail,France,Micro,10,Starter,39,Annual,Referral,16,11.9,4.2,94.5,350.33,303.18,13.46,Active,,30,1170
ECO00577,2025-11-04,Healthcare,Canada,Micro,12,Starter,39,Annual,Outbound Sales,21,8.5,2.4,85.7,623.64,542.33,13.04,Active,,10,390
ECO00578,2025-03-18,Manufacturing,Canada,Medium,150,Starter,39,Annual,Organic Search,14,11.0,3.9,97.0,9689.83,10187.8,-5.14,Churned,2025-10-31,8,312
ECO00579,2024-05-05,Technology,Canada,Medium,145,Professional,99,Monthly,LinkedIn,20,10.2,3.2,88.9,5063.51,4294.44,15.19,Active,,28,2772
ECO00580,2025-05-11,Retail,France,Micro,13,Business,249,Monthly,Partner,21,10.9,3.5,93.2,505.52,444.13,12.14,Active,,16,3984
ECO00581,2025-02-17,Technology,USA,Small,31,Professional,99,Annual,Outbound Sales,32,11.6,3.9,94.6,864.76,933.98,-8.0,Active,,19,1881
ECO00582,2026-06-08,Professional Services,France,Micro,8,Professional,99,Monthly,Paid Search,10,13.3,3.0,97.1,214.57,230.0,-7.19,Active,,3,297
ECO00583,2025-05-03,Retail,UK,Small,57,Starter,39,Annual,Referral,20,11.1,3.7,92.8,1888.63,1756.46,7.0,Active,,16,624
ECO00584,2026-07-15,Retail,India,Micro,15,Professional,99,Monthly,Referral,26,10.0,3.5,91.8,633.3,605.8,4.34,Active,,2,198
ECO00585,2024-04-02,Hospitality,Netherlands,Small,79,Professional,99,Annual,Outbound Sales,15,11.6,3.7,93.4,3197.46,3033.84,5.12,Active,,29,2871
ECO00586,2024-06-23,Retail,India,Small,38,Starter,39,Monthly,LinkedIn,11,8.4,3.0,83.9,1441.02,1300.57,9.75,Churned,2024-10-31,5,195
ECO00587,2025-08-01,Education,UK,Medium,92,Starter,39,Monthly,Outbound Sales,18,12.4,4.2,96.2,3049.1,2589.29,15.08,Active,,13,507
ECO00588,2025-01-01,Professional Services,UK,Micro,5,Professional,99,Annual,Organic Search,6,11.2,3.5,95.2,130.71,130.09,0.47,Churned,2026-01-31,13,1287
ECO00589,2025-11-07,Technology,UK,Micro,6,Business,249,Monthly,Organic Search,27,11.0,3.7,94.7,151.66,161.83,-6.71,Active,,10,2490
ECO00590,2025-02-25,Professional Services,USA,Medium,143,Professional,99,Annual,Organic Search,22,12.3,4.1,95.1,4075.33,3752.02,7.93,Active,,19,1881
ECO00591,2024-05-04,Professional Services,Netherlands,Medium,261,Starter,39,Annual,LinkedIn,14,12.1,3.8,94.5,7939.98,7237.87,8.84,Active,,28,1092
ECO00592,2025-04-24,Hospitality,UK,Small,27,Professional,99,Annual,Organic Search,18,9.3,3.1,87.1,1266.38,1087.0,14.16,Active,,17,1683
ECO00593,2025-03-16,Manufacturing,France,Micro,17,Business,249,Annual,Partner,9,8.3,3.0,84.9,1129.36,1058.26,6.3,Active,,18,4482
ECO00594,2026-03-15,Hospitality,UK,Medium,136,Starter,39,Monthly,Organic Search,17,5.8,3.0,82.6,5688.17,5261.6,7.5,Active,,6,234
ECO00595,2024-12-15,Technology,USA,Large,759,Enterprise,699,Monthly,Paid Search,6,9.9,3.3,91.3,21868.73,19321.38,11.65,Churned,2026-02-28,15,10485
ECO00596,2026-01-10,Retail,UK,Small,71,Professional,99,Annual,Organic Search,11,8.4,3.2,87.9,2448.93,2493.11,-1.8,Active,,8,792
ECO00597,2026-07-17,Retail,Canada,Small,68,Starter,39,Annual,Paid Search,17,9.5,3.5,87.2,2233.53,2285.62,-2.33,Active,,2,78
